Iteration,Time,Fitness,FEvals,max_iters,Restarts,Algorithm
147,0.0323871000000508,571.0,11445.0,4096,30,RHC
148,0.0324462999997194,571.0,11446.0,4096,30,RHC
149,0.032507700001588,573.0,11448.0,4096,30,RHC
150,0.032568499998888,573.0,11449.0,4096,30,RHC
151,0.0326287000061711,575.0,11451.0,4096,30,RHC
152,0.032689500003471,575.0,11452.0,4096,30,RHC
153,0.0327518999984022,577.0,11454.0,4096,30,RHC
154,0.0328161000070394,577.0,11455.0,4096,30,RHC
155,0.032879899998079,577.0,11456.0,4096,30,RHC
156,0.0329456000035861,577.0,11457.0,4096,30,RHC
157,0.0330105000030016,577.0,11458.0,4096,30,RHC
158,0.0330747999978484,577.0,11459.0,4096,30,RHC
159,0.0331418999994639,577.0,11460.0,4096,30,RHC
160,0.0332305000047199,579.0,11462.0,4096,30,RHC
161,0.0333059999975375,579.0,11463.0,4096,30,RHC
162,0.033391400007531,579.0,11464.0,4096,30,RHC
163,0.0334659000072861,581.0,11466.0,4096,30,RHC
164,0.0335370999964652,581.0,11467.0,4096,30,RHC
165,0.0336132000084035,581.0,11468.0,4096,30,RHC
166,0.033698600003845,581.0,11469.0,4096,30,RHC
167,0.0337730000028386,583.0,11471.0,4096,30,RHC
168,0.0338456000026781,583.0,11472.0,4096,30,RHC
169,0.033919399997103,583.0,11473.0,4096,30,RHC
170,0.0339952000067569,583.0,11474.0,4096,30,RHC
171,0.0340807000029599,583.0,11475.0,4096,30,RHC
172,0.0341620999970473,583.0,11476.0,4096,30,RHC
173,0.0342452000040793,583.0,11477.0,4096,30,RHC
174,0.0343297000072198,583.0,11478.0,4096,30,RHC
175,0.0344114000035915,585.0,11480.0,4096,30,RHC
176,0.0344883000070694,585.0,11481.0,4096,30,RHC
177,0.0345647000067401,587.0,11483.0,4096,30,RHC
178,0.0346416000102181,589.0,11485.0,4096,30,RHC
179,0.0347221999982139,591.0,11487.0,4096,30,RHC
180,0.0348060999967856,591.0,11488.0,4096,30,RHC
181,0.0348876000061864,591.0,11489.0,4096,30,RHC
182,0.0349694000033196,591.0,11490.0,4096,30,RHC
183,0.0350509999989299,591.0,11491.0,4096,30,RHC
184,0.0351416000048629,591.0,11492.0,4096,30,RHC
185,0.0352466000040294,593.0,11494.0,4096,30,RHC
186,0.0353389000083552,593.0,11495.0,4096,30,RHC
187,0.0354365000093821,595.0,11497.0,4096,30,RHC
188,0.0355261000077007,595.0,11498.0,4096,30,RHC
189,0.0356067999964579,595.0,11499.0,4096,30,RHC
190,0.0356920000049285,597.0,11501.0,4096,30,RHC
191,0.0357774000003701,597.0,11502.0,4096,30,RHC
192,0.0358602000051178,597.0,11503.0,4096,30,RHC
193,0.0359497000026749,599.0,11505.0,4096,30,RHC
194,0.0360423000092851,599.0,11506.0,4096,30,RHC
195,0.0361346999998204,599.0,11507.0,4096,30,RHC
196,0.0362324000016087,599.0,11508.0,4096,30,RHC
197,0.0363335000001825,599.0,11509.0,4096,30,RHC
198,0.0364382999978261,599.0,11510.0,4096,30,RHC
199,0.0365602000092621,599.0,11511.0,4096,30,RHC
200,0.0366929000010713,599.0,11512.0,4096,30,RHC
201,0.0368152000010013,599.0,11513.0,4096,30,RHC
202,0.0369290000089677,599.0,11514.0,4096,30,RHC
203,0.0370295000029727,599.0,11515.0,4096,30,RHC
204,0.0371266000001924,599.0,11516.0,4096,30,RHC
205,0.0372237999981734,599.0,11517.0,4096,30,RHC
206,0.0373218000022461,599.0,11518.0,4096,30,RHC
207,0.0374393000092823,599.0,11519.0,4096,30,RHC
208,0.0375652000075206,599.0,11520.0,4096,30,RHC
209,0.0376694000005954,599.0,11521.0,4096,30,RHC
210,0.0377680000092368,599.0,11522.0,4096,30,RHC
211,0.0378731000091647,599.0,11523.0,4096,30,RHC
212,0.0379784999968251,599.0,11524.0,4096,30,RHC
213,0.0380923000047914,599.0,11525.0,4096,30,RHC
214,0.038190500010387,599.0,11526.0,4096,30,RHC
215,0.0382895000075222,599.0,11527.0,4096,30,RHC
216,0.0383910000091418,599.0,11528.0,4096,30,RHC
217,0.0384912000008625,599.0,11529.0,4096,30,RHC
218,0.0385901999979978,599.0,11530.0,4096,30,RHC
219,0.0386858999991091,599.0,11531.0,4096,30,RHC
220,0.038781299997936,601.0,11533.0,4096,30,RHC
221,0.0388650000095367,601.0,11534.0,4096,30,RHC
222,0.038948800007347,601.0,11535.0,4096,30,RHC
223,0.0390322000021114,603.0,11537.0,4096,30,RHC
224,0.039116500003729,603.0,11538.0,4096,30,RHC
225,0.0392010000068694,603.0,11539.0,4096,30,RHC
226,0.0392945000057807,605.0,11541.0,4096,30,RHC
227,0.0393705000024056,607.0,11543.0,4096,30,RHC
228,0.0394474000058835,607.0,11544.0,4096,30,RHC
229,0.0395246999978553,607.0,11545.0,4096,30,RHC
230,0.0396023000066634,607.0,11546.0,4096,30,RHC
231,0.0396802000032039,607.0,11547.0,4096,30,RHC
232,0.0397583000012673,607.0,11548.0,4096,30,RHC
233,0.0398408000037306,607.0,11549.0,4096,30,RHC
234,0.039932100000442,607.0,11550.0,4096,30,RHC
235,0.0400107000023126,609.0,11552.0,4096,30,RHC
236,0.0400964000000385,609.0,11553.0,4096,30,RHC
237,0.0401713000028394,609.0,11554.0,4096,30,RHC
238,0.0402526000107172,609.0,11555.0,4096,30,RHC
239,0.0403326000086963,609.0,11556.0,4096,30,RHC
240,0.0404241000069305,611.0,11558.0,4096,30,RHC
241,0.0404991999967023,611.0,11559.0,4096,30,RHC
242,0.0405797999992501,611.0,11560.0,4096,30,RHC
243,0.0406603000010363,613.0,11562.0,4096,30,RHC
244,0.0407361999968998,613.0,11563.0,4096,30,RHC
245,0.0408237000083318,615.0,11565.0,4096,30,RHC
246,0.0409102999983588,615.0,11566.0,4096,30,RHC
247,0.0409848999988753,615.0,11567.0,4096,30,RHC
248,0.0410647000098833,615.0,11568.0,4096,30,RHC
249,0.041144400005578,615.0,11569.0,4096,30,RHC
250,0.0412242000020341,615.0,11570.0,4096,30,RHC
251,0.0412986000010278,615.0,11571.0,4096,30,RHC
252,0.0413747999991755,615.0,11572.0,4096,30,RHC
253,0.0414508999965619,615.0,11573.0,4096,30,RHC
254,0.041527200010023,615.0,11574.0,4096,30,RHC
255,0.0416045000019948,615.0,11575.0,4096,30,RHC
256,0.0416820000100415,615.0,11576.0,4096,30,RHC
257,0.0452097000088542,615.0,11577.0,4096,30,RHC
258,0.0453075999976135,617.0,11579.0,4096,30,RHC
259,0.0453929000068455,617.0,11580.0,4096,30,RHC
260,0.0454695000080391,617.0,11581.0,4096,30,RHC
261,0.0455457000061869,617.0,11582.0,4096,30,RHC
262,0.0456218000035733,617.0,11583.0,4096,30,RHC
263,0.0456962000025669,617.0,11584.0,4096,30,RHC
264,0.0457776999974157,617.0,11585.0,4096,30,RHC
265,0.0458619999990332,617.0,11586.0,4096,30,RHC
266,0.0459365999995498,617.0,11587.0,4096,30,RHC
267,0.0460112000000663,617.0,11588.0,4096,30,RHC
268,0.0460966000100597,617.0,11589.0,4096,30,RHC
269,0.0461744000058388,617.0,11590.0,4096,30,RHC
270,0.0462510000070324,617.0,11591.0,4096,30,RHC
271,0.0463268000021344,617.0,11592.0,4096,30,RHC
272,0.0464024000102654,617.0,11593.0,4096,30,RHC
273,0.0465008000028319,617.0,11594.0,4096,30,RHC
274,0.0466191000014077,617.0,11595.0,4096,30,RHC
275,0.0467226000037044,617.0,11596.0,4096,30,RHC
276,0.046826100006001,617.0,11597.0,4096,30,RHC
277,0.0469296000082977,617.0,11598.0,4096,30,RHC
278,0.0470467999984975,619.0,11600.0,4096,30,RHC
279,0.0471506000030785,619.0,11601.0,4096,30,RHC
280,0.0472540000046137,621.0,11603.0,4096,30,RHC
281,0.0473589000030187,621.0,11604.0,4096,30,RHC
282,0.047463399998378,623.0,11606.0,4096,30,RHC
283,0.0475685999990673,623.0,11607.0,4096,30,RHC
284,0.0476735999982338,623.0,11608.0,4096,30,RHC
285,0.0477983000018866,625.0,11610.0,4096,30,RHC
286,0.0479030999995302,625.0,11611.0,4096,30,RHC
287,0.0479937000054633,625.0,11612.0,4096,30,RHC
288,0.0480839000083506,625.0,11613.0,4096,30,RHC
289,0.0481748000020161,625.0,11614.0,4096,30,RHC
290,0.0482649000041419,625.0,11615.0,4096,30,RHC
291,0.0483549000055063,625.0,11616.0,4096,30,RHC
292,0.0484458999999333,625.0,11617.0,4096,30,RHC
293,0.0485776999994413,625.0,11618.0,4096,30,RHC
294,0.048671500000637,625.0,11619.0,4096,30,RHC
295,0.0487642000080086,625.0,11620.0,4096,30,RHC
296,0.0488598000083584,625.0,11621.0,4096,30,RHC
297,0.0489552000071853,625.0,11622.0,4096,30,RHC
298,0.0490497999999206,625.0,11623.0,4096,30,RHC
299,0.0491451999987475,625.0,11624.0,4096,30,RHC
300,0.0492415000044275,625.0,11625.0,4096,30,RHC
301,0.0493384000001242,625.0,11626.0,4096,30,RHC
302,0.0494350000080885,625.0,11627.0,4096,30,RHC
303,0.0495442999963415,625.0,11628.0,4096,30,RHC
304,0.0496693000022787,627.0,11630.0,4096,30,RHC
305,0.0497753000090597,627.0,11631.0,4096,30,RHC
306,0.0498743000061949,627.0,11632.0,4096,30,RHC
307,0.0499869000050239,627.0,11633.0,4096,30,RHC
308,0.0500862000044435,627.0,11634.0,4096,30,RHC
309,0.0502186000085203,629.0,11636.0,4096,30,RHC
310,0.0503448000090429,629.0,11637.0,4096,30,RHC
311,0.0504709000088041,629.0,11638.0,4096,30,RHC
312,0.0505971000093268,629.0,11639.0,4096,30,RHC
313,0.0507234999968204,629.0,11640.0,4096,30,RHC
314,0.0508673000003909,629.0,11641.0,4096,30,RHC
315,0.0509973000007448,631.0,11643.0,4096,30,RHC
316,0.0511294000025372,631.0,11644.0,4096,30,RHC
317,0.0512761999998474,633.0,11646.0,4096,30,RHC
318,0.0514087000046856,633.0,11647.0,4096,30,RHC
319,0.0515422000025864,633.0,11648.0,4096,30,RHC
320,0.05167519999668,633.0,11649.0,4096,30,RHC
321,0.0518089000106556,633.0,11650.0,4096,30,RHC
322,0.051936999996542,633.0,11651.0,4096,30,RHC
323,0.0520411000034073,633.0,11652.0,4096,30,RHC
324,0.0521448000072268,635.0,11654.0,4096,30,RHC
325,0.0522618999966653,635.0,11655.0,4096,30,RHC
326,0.0523672999988775,637.0,11657.0,4096,30,RHC
327,0.0524728000018512,637.0,11658.0,4096,30,RHC
328,0.0525909999996656,637.0,11659.0,4096,30,RHC
329,0.0527086000074632,637.0,11660.0,4096,30,RHC
330,0.0528143999981693,639.0,11662.0,4096,30,RHC
331,0.0529339000058826,639.0,11663.0,4096,30,RHC
332,0.0530427000048803,639.0,11664.0,4096,30,RHC
333,0.0531368000083602,639.0,11665.0,4096,30,RHC
334,0.0532320000056643,639.0,11666.0,4096,30,RHC
335,0.0533385000017005,639.0,11667.0,4096,30,RHC
336,0.0534334999974817,639.0,11668.0,4096,30,RHC
337,0.0535288999963086,639.0,11669.0,4096,30,RHC
338,0.053636099997675,641.0,11671.0,4096,30,RHC
339,0.0537456000020029,641.0,11672.0,4096,30,RHC
340,0.0538422000099672,641.0,11673.0,4096,30,RHC
341,0.0539384000003337,641.0,11674.0,4096,30,RHC
342,0.0540345000044908,641.0,11675.0,4096,30,RHC
343,0.0541316000017104,641.0,11676.0,4096,30,RHC
344,0.0542285999981686,641.0,11677.0,4096,30,RHC
345,0.054326099998434,641.0,11678.0,4096,30,RHC
346,0.0544571000064024,641.0,11679.0,4096,30,RHC
347,0.054588800005149,641.0,11680.0,4096,30,RHC
348,0.0547206000046571,641.0,11681.0,4096,30,RHC
349,0.054852800007211,641.0,11682.0,4096,30,RHC
350,0.0549780000001192,641.0,11683.0,4096,30,RHC
351,0.055100500001572,641.0,11684.0,4096,30,RHC
352,0.0552236000075936,641.0,11685.0,4096,30,RHC
353,0.0553485999989789,641.0,11686.0,4096,30,RHC
354,0.0554864000005181,643.0,11688.0,4096,30,RHC
355,0.0556114000064553,643.0,11689.0,4096,30,RHC
356,0.0557355000055395,643.0,11690.0,4096,30,RHC
357,0.0558598000061465,643.0,11691.0,4096,30,RHC
358,0.0559808000107295,645.0,11693.0,4096,30,RHC
359,0.0560838000092189,645.0,11694.0,4096,30,RHC
360,0.0561869000084698,647.0,11696.0,4096,30,RHC
361,0.0562898000061977,647.0,11697.0,4096,30,RHC
362,0.0563934000092558,647.0,11698.0,4096,30,RHC
363,0.0564971999992849,647.0,11699.0,4096,30,RHC
364,0.0566007000015815,647.0,11700.0,4096,30,RHC
365,0.0567162000079406,649.0,11702.0,4096,30,RHC
366,0.0568204000010155,651.0,11704.0,4096,30,RHC
367,0.0569249999971361,651.0,11705.0,4096,30,RHC
368,0.0570292000047629,651.0,11706.0,4096,30,RHC
369,0.057139399999869,651.0,11707.0,4096,30,RHC
370,0.0572497000102885,653.0,11709.0,4096,30,RHC
371,0.0573504000058164,653.0,11710.0,4096,30,RHC
372,0.0574603999993996,653.0,11711.0,4096,30,RHC
373,0.0575596999988192,653.0,11712.0,4096,30,RHC
374,0.0576587999967159,653.0,11713.0,4096,30,RHC
375,0.0577584999991813,653.0,11714.0,4096,30,RHC
376,0.0578580000001238,655.0,11716.0,4096,30,RHC
377,0.0579579000041121,655.0,11717.0,4096,30,RHC
378,0.0580580000096233,657.0,11719.0,4096,30,RHC
379,0.0581588000059127,657.0,11720.0,4096,30,RHC
380,0.0582607000105781,657.0,11721.0,4096,30,RHC
381,0.0583629000029759,657.0,11722.0,4096,30,RHC
382,0.0584663000045111,657.0,11723.0,4096,30,RHC
383,0.0585684999969089,657.0,11724.0,4096,30,RHC
384,0.0586708000046201,657.0,11725.0,4096,30,RHC
385,0.0587731999985408,657.0,11726.0,4096,30,RHC
386,0.0588876999972853,657.0,11727.0,4096,30,RHC
387,0.0589910999988205,659.0,11729.0,4096,30,RHC
388,0.0590949000034015,659.0,11730.0,4096,30,RHC
389,0.0592086999968159,659.0,11731.0,4096,30,RHC
390,0.0593222000024979,659.0,11732.0,4096,30,RHC
391,0.0594251000002259,659.0,11733.0,4096,30,RHC
392,0.0595286000025225,661.0,11735.0,4096,30,RHC
393,0.0596430000005057,661.0,11736.0,4096,30,RHC
394,0.0597465000028023,661.0,11737.0,4096,30,RHC
395,0.0598505000089062,661.0,11738.0,4096,30,RHC
396,0.0599532000051112,661.0,11739.0,4096,30,RHC
397,0.0600546000059694,661.0,11740.0,4096,30,RHC
398,0.0601565000106347,661.0,11741.0,4096,30,RHC
399,0.0602698000002419,661.0,11742.0,4096,30,RHC
400,0.0603721000079531,661.0,11743.0,4096,30,RHC
401,0.0604774000094039,661.0,11744.0,4096,30,RHC
402,0.0605916000058641,661.0,11745.0,4096,30,RHC
403,0.0607104000082472,661.0,11746.0,4096,30,RHC
404,0.0608161999989533,661.0,11747.0,4096,30,RHC
405,0.0609208000096259,661.0,11748.0,4096,30,RHC
406,0.0610252000042237,661.0,11749.0,4096,30,RHC
407,0.0611291000095661,661.0,11750.0,4096,30,RHC
408,0.0612327999988338,661.0,11751.0,4096,30,RHC
409,0.0613486000074772,661.0,11752.0,4096,30,RHC
410,0.061463799997,661.0,11753.0,4096,30,RHC
411,0.0615689999976893,661.0,11754.0,4096,30,RHC
412,0.0616753000067546,661.0,11755.0,4096,30,RHC
413,0.0617794999998295,661.0,11756.0,4096,30,RHC
414,0.0618853000050876,661.0,11757.0,4096,30,RHC
415,0.061990300004254,661.0,11758.0,4096,30,RHC
416,0.0620955000049434,661.0,11759.0,4096,30,RHC
417,0.06220120000944,661.0,11760.0,4096,30,RHC
418,0.0623522000096272,661.0,11761.0,4096,30,RHC
419,0.0624925000010989,661.0,11762.0,4096,30,RHC
420,0.0626294999965466,661.0,11763.0,4096,30,RHC
421,0.0627662000042619,661.0,11764.0,4096,30,RHC
422,0.0628989999968325,661.0,11765.0,4096,30,RHC
423,0.0630315000016707,661.0,11766.0,4096,30,RHC
424,0.0631642000080319,661.0,11767.0,4096,30,RHC
425,0.0632972000021254,661.0,11768.0,4096,30,RHC
426,0.0634432000078959,661.0,11769.0,4096,30,RHC
427,0.0635805000056279,661.0,11770.0,4096,30,RHC
428,0.0637155000003986,661.0,11771.0,4096,30,RHC
429,0.0638385000056587,661.0,11772.0,4096,30,RHC
430,0.0639663000038126,663.0,11774.0,4096,30,RHC
431,0.0640828000032343,663.0,11775.0,4096,30,RHC
432,0.064199100001133,663.0,11776.0,4096,30,RHC
433,0.0643160000036005,663.0,11777.0,4096,30,RHC
434,0.0644328000053064,663.0,11778.0,4096,30,RHC
435,0.0645509000023594,663.0,11779.0,4096,30,RHC
436,0.0646683000086341,663.0,11780.0,4096,30,RHC
437,0.0647853999980725,663.0,11781.0,4096,30,RHC
438,0.0649036999966483,663.0,11782.0,4096,30,RHC
439,0.0650171000015689,663.0,11783.0,4096,30,RHC
440,0.0652174999995622,663.0,11784.0,4096,30,RHC
441,0.0653852999967057,663.0,11785.0,4096,30,RHC
442,0.0655186000076355,663.0,11786.0,4096,30,RHC
443,0.0656345000024885,663.0,11787.0,4096,30,RHC
444,0.0657495000050403,663.0,11788.0,4096,30,RHC
445,0.0658624000061536,663.0,11789.0,4096,30,RHC
446,0.0659744000004138,663.0,11790.0,4096,30,RHC
447,0.0660857000038959,663.0,11791.0,4096,30,RHC
448,0.0662009000079706,663.0,11792.0,4096,30,RHC
449,0.0663264000031631,663.0,11793.0,4096,30,RHC
450,0.0664854000060586,663.0,11794.0,4096,30,RHC
451,0.0666406000091228,663.0,11795.0,4096,30,RHC
452,0.0668148999975528,663.0,11796.0,4096,30,RHC
453,0.0669765000056941,663.0,11797.0,4096,30,RHC
454,0.0671507000079145,663.0,11798.0,4096,30,RHC
455,0.0673427000001538,663.0,11799.0,4096,30,RHC
456,0.067529200008721,663.0,11800.0,4096,30,RHC
457,0.0677193000010447,663.0,11801.0,4096,30,RHC
458,0.0679060999973444,663.0,11802.0,4096,30,RHC
459,0.0680721000098856,663.0,11803.0,4096,30,RHC
460,0.0682293999998364,663.0,11804.0,4096,30,RHC
461,0.0683833000075537,663.0,11805.0,4096,30,RHC
462,0.0685387999983504,663.0,11806.0,4096,30,RHC
463,0.0687030999979469,663.0,11807.0,4096,30,RHC
464,0.0688643000030424,663.0,11808.0,4096,30,RHC
465,0.0690315999963786,663.0,11809.0,4096,30,RHC
466,0.0691692999971564,663.0,11810.0,4096,30,RHC
467,0.0692995999997947,663.0,11811.0,4096,30,RHC
468,0.0694306000077631,663.0,11812.0,4096,30,RHC
469,0.0695852000062586,663.0,11813.0,4096,30,RHC
470,0.0697328000096604,663.0,11814.0,4096,30,RHC
471,0.0698784999985946,663.0,11815.0,4096,30,RHC
472,0.070007300004363,663.0,11816.0,4096,30,RHC
473,0.070139300005394,663.0,11817.0,4096,30,RHC
474,0.0702813000098103,665.0,11819.0,4096,30,RHC
475,0.0704363999975612,665.0,11820.0,4096,30,RHC
476,0.070626100001391,665.0,11821.0,4096,30,RHC
477,0.0707878999965032,667.0,11823.0,4096,30,RHC
478,0.0709481000085361,667.0,11824.0,4096,30,RHC
479,0.071091100006015,667.0,11825.0,4096,30,RHC
480,0.0712299000006169,668.0,11827.0,4096,30,RHC
481,0.0713830000022426,668.0,11828.0,4096,30,RHC
482,0.0715242000005673,668.0,11829.0,4096,30,RHC
